epoch (ms),time (-00:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1583837493851,2020-03-10T10:51:33.851,0.000,-0.335,2.713,0.282
1583837493870,2020-03-10T10:51:33.870,0.019,-0.755,2.752,0.945
1583837493891,2020-03-10T10:51:33.891,0.040,-0.526,2.439,0.991
1583837493910,2020-03-10T10:51:33.910,0.059,-0.107,2.569,1.037
1583837493931,2020-03-10T10:51:33.931,0.080,-0.114,3.529,1.258
1583837493951,2020-03-10T10:51:33.951,0.100,0.373,3.659,1.311
1583837493970,2020-03-10T10:51:33.970,0.119,1.646,1.372,0.617
1583837493991,2020-03-10T10:51:33.991,0.140,2.127,-1.143,-0.617
1583837494010,2020-03-10T10:51:34.010,0.159,1.105,-1.418,-1.151
1583837494030,2020-03-10T10:51:34.030,0.179,0.061,-0.945,-0.747
1583837494049,2020-03-10T10:51:34.049,0.198,0.396,-1.120,-0.511
1583837494070,2020-03-10T10:51:34.070,0.219,0.816,-1.524,-0.922
1583837494090,2020-03-10T10:51:34.090,0.239,0.998,-2.492,-1.486
1583837494109,2020-03-10T10:51:34.109,0.258,1.120,-3.689,-1.753
1583837494130,2020-03-10T10:51:34.130,0.279,1.311,-3.841,-1.913
1583837494149,2020-03-10T10:51:34.149,0.298,0.922,-3.079,-1.860
1583837494169,2020-03-10T10:51:34.169,0.318,0.008,-1.898,-1.296
1583837494188,2020-03-10T10:51:34.188,0.337,-0.160,-0.846,-0.419
1583837494209,2020-03-10T10:51:34.209,0.358,-0.236,0.793,0.236
1583837494229,2020-03-10T10:51:34.229,0.378,-1.044,3.163,0.968
1583837494248,2020-03-10T10:51:34.248,0.397,-1.334,4.748,1.563
1583837494269,2020-03-10T10:51:34.269,0.418,-0.930,4.291,1.471
1583837494288,2020-03-10T10:51:34.288,0.437,-0.358,3.666,1.105
1583837494308,2020-03-10T10:51:34.308,0.457,-0.191,3.918,1.037
1583837494327,2020-03-10T10:51:34.327,0.476,0.366,3.521,1.128
1583837494348,2020-03-10T10:51:34.348,0.497,1.448,2.340,0.899
1583837494369,2020-03-10T10:51:34.369,0.518,1.951,1.936,0.716
1583837494388,2020-03-10T10:51:34.388,0.537,1.517,2.317,1.059
1583837494408,2020-03-10T10:51:34.408,0.557,1.265,1.921,1.021
1583837494427,2020-03-10T10:51:34.427,0.576,1.166,0.846,0.488
1583837494448,2020-03-10T10:51:34.448,0.597,0.854,-0.023,0.091
1583837494467,2020-03-10T10:51:34.467,0.616,0.579,-0.427,0.053
1583837494487,2020-03-10T10:51:34.487,0.636,0.694,-0.503,0.099
1583837494508,2020-03-10T10:51:34.508,0.657,0.678,-0.473,-0.221
1583837494527,2020-03-10T10:51:34.527,0.676,0.351,-0.229,-0.480
1583837494547,2020-03-10T10:51:34.547,0.696,0.617,-0.617,-0.602
1583837494566,2020-03-10T10:51:34.566,0.715,1.433,-1.463,-0.915
1583837494587,2020-03-10T10:51:34.587,0.736,1.867,-1.707,-1.128
1583837494606,2020-03-10T10:51:34.606,0.755,1.563,-1.524,-1.067
1583837494626,2020-03-10T10:51:34.626,0.775,1.128,-1.738,-0.892
1583837494647,2020-03-10T10:51:34.647,0.796,1.250,-1.623,-0.899
1583837494666,2020-03-10T10:51:34.666,0.815,1.113,-0.930,-0.953
1583837494686,2020-03-10T10:51:34.686,0.835,1.037,-0.564,-0.648
1583837494705,2020-03-10T10:51:34.705,0.854,1.128,-0.564,-0.434
1583837494726,2020-03-10T10:51:34.726,0.875,1.486,-0.252,-0.305
1583837494745,2020-03-10T10:51:34.745,0.894,1.052,0.145,-0.404
1583837494765,2020-03-10T10:51:34.765,0.914,0.320,-0.160,-0.442
1583837494785,2020-03-10T10:51:34.785,0.934,0.267,-0.183,-0.160
1583837494805,2020-03-10T10:51:34.805,0.954,0.274,0.663,0.107
1583837494826,2020-03-10T10:51:34.826,0.975,0.221,1.402,0.290
1583837494845,2020-03-10T10:51:34.845,0.994,0.610,1.212,0.297
1583837494865,2020-03-10T10:51:34.865,1.014,0.861,0.366,-0.122
1583837494884,2020-03-10T10:51:34.884,1.033,0.793,-0.252,-0.465
1583837494905,2020-03-10T10:51:34.905,1.054,0.831,-0.465,-0.511
1583837494924,2020-03-10T10:51:34.924,1.073,1.189,-0.396,-0.465
1583837494944,2020-03-10T10:51:34.944,1.093,1.524,-0.442,-0.457
1583837494965,2020-03-10T10:51:34.965,1.114,1.280,-0.183,-0.518
1583837494984,2020-03-10T10:51:34.984,1.133,1.006,-0.023,-0.358
1583837495004,2020-03-10T10:51:35.004,1.153,0.777,0.030,-0.313
1583837495023,2020-03-10T10:51:35.023,1.172,0.579,0.145,-0.221
